gene_name_K12	gene_name_SL1344	gene_name_LT2	gene_name_14028s	gene_name_ST474	gene_id_K12	gene_id_SL1344	gene_id_LT2	gene_id_14028s	gene_id_ST474	ortho_id
NA	NA	STM3624A	STM14_RS19185	NA	NA	NA	STM3624A	STM14_RS19185	NA	ortho_4981
NA	SL1344_RS25840	NA	STM14_RS25320	NA	NA	SL1344_RS25840	NA	STM14_RS25320	NA	ortho_4982
NA	SL1344_RS00380	NA	STM14_RS00950	NA	NA	SL1344_RS00380	NA	STM14_RS00950	NA	ortho_4983
NA	SL1344_RS26705	NA	STM14_RS26065	NA	NA	SL1344_RS26705	NA	STM14_RS26065	NA	ortho_4984
NA	SL1344_RS26625	NA	STM14_RS25985	NA	NA	SL1344_RS26625	NA	STM14_RS25985	NA	ortho_4985
NA	SL1344_RS25320	NA	STM14_RS24810	NA	NA	SL1344_RS25320	NA	STM14_RS24810	NA	ortho_4986
NA	NA	ybiV(2)	STM14_RS04835	NA	NA	NA	STM0840	STM14_RS04835	NA	ortho_4987
NA	SL1344_RS25075	NA	STM14_RS24520	NA	NA	SL1344_RS25075	NA	STM14_RS24520	NA	ortho_4988
NA	SL1344_RS26850	STM4008	STM14_RS26210	NA	NA	SL1344_RS26850	STM4008	STM14_RS26210	NA	ortho_4989
NA	SL1344_RS26065	NA	STM14_RS25560	NA	NA	SL1344_RS26065	NA	STM14_RS25560	NA	ortho_4990
NA	SL1344_RS25155	NA	STM14_RS24600	NA	NA	SL1344_RS25155	NA	STM14_RS24600	NA	ortho_4991
NA	SL1344_RS26265	NA	STM14_RS25755	NA	NA	SL1344_RS26265	NA	STM14_RS25755	NA	ortho_4992
NA	SL1344_RS09655	NA	STM14_RS10560	NA	NA	SL1344_RS09655	NA	STM14_RS10560	NA	ortho_4993
NA	SL1344_RS25240	NA	STM14_RS24730	NA	NA	SL1344_RS25240	NA	STM14_RS24730	NA	ortho_4994
NA	SL1344_RS25980	NA	STM14_RS25470	NA	NA	SL1344_RS25980	NA	STM14_RS25470	NA	ortho_4995
NA	SL1344_RS25375	NA	STM14_RS24945	NA	NA	SL1344_RS25375	NA	STM14_RS24945	NA	ortho_4996
NA	NA	STM3698	STM14_RS19560	NA	NA	NA	STM3698	STM14_RS19560	NA	ortho_4997
NA	SL1344_RS09350	STM1869A	STM14_RS10255	NA	NA	SL1344_RS09350	STM1869A	STM14_RS10255	NA	ortho_4998
NA	SL1344_RS26230	NA	STM14_RS25720	NA	NA	SL1344_RS26230	NA	STM14_RS25720	NA	ortho_4999
NA	SL1344_RS25055	NA	STM14_RS24500	NA	NA	SL1344_RS25055	NA	STM14_RS24500	NA	ortho_5000
NA	SL1344_RS26015	NA	STM14_RS25510	NA	NA	SL1344_RS26015	NA	STM14_RS25510	NA	ortho_5001
NA	NA	NA	NA	NA	b0001	NA	NA	NA	NA	ortho_5002
NA	NA	NA	NA	NA	b0005	NA	NA	NA	NA	ortho_5003
NA	NA	NA	NA	NA	b0012	NA	NA	NA	NA	ortho_5004
NA	NA	NA	NA	NA	ECK120002604	NA	NA	NA	NA	ortho_5005
NA	NA	NA	NA	NA	b0016	NA	NA	NA	NA	ortho_5006
NA	NA	NA	NA	NA	b0017	NA	NA	NA	NA	ortho_5007
NA	NA	NA	NA	NA	b4412	NA	NA	NA	NA	ortho_5008
NA	NA	NA	NA	NA	b0018	NA	NA	NA	NA	ortho_5009
NA	NA	NA	NA	NA	b4413	NA	NA	NA	NA	ortho_5010
NA	NA	NA	NA	NA	U00096_CDS_19810_20508	NA	NA	NA	NA	ortho_5011
NA	NA	NA	NA	NA	b0021	NA	NA	NA	NA	ortho_5012
NA	NA	NA	NA	NA	b0022	NA	NA	NA	NA	ortho_5013
NA	NA	NA	NA	NA	U00096_ncRNA_28508_28620	NA	NA	NA	NA	ortho_5014
NA	NA	NA	NA	NA	b0056	NA	NA	NA	NA	ortho_5015
NA	NA	NA	NA	NA	b0057	NA	NA	NA	NA	ortho_5016
NA	NA	NA	NA	NA	b4762	NA	NA	NA	NA	ortho_5017
NA	NA	NA	NA	NA	b4577	NA	NA	NA	NA	ortho_5018
NA	NA	NA	NA	NA	b0070	NA	NA	NA	NA	ortho_5019
NA	NA	NA	NA	NA	b4726	NA	NA	NA	NA	ortho_5020
NA	NA	NA	NA	NA	b0079	NA	NA	NA	NA	ortho_5021
NA	NA	NA	NA	NA	ECK125289066	NA	NA	NA	NA	ortho_5022
NA	NA	NA	NA	NA	b0100	NA	NA	NA	NA	ortho_5023
NA	NA	NA	NA	NA	b4727	NA	NA	NA	NA	ortho_5024
NA	NA	NA	NA	NA	b0105	NA	NA	NA	NA	ortho_5025
NA	NA	NA	NA	NA	ECK120002605	NA	NA	NA	NA	ortho_5026
NA	NA	NA	NA	NA	b0132	NA	NA	NA	NA	ortho_5027
NA	NA	NA	NA	NA	b0135	NA	NA	NA	NA	ortho_5028
NA	NA	NA	NA	NA	b0136	NA	NA	NA	NA	ortho_5029
NA	NA	NA	NA	NA	b0137	NA	NA	NA	NA	ortho_5030
NA	NA	NA	NA	NA	b0138	NA	NA	NA	NA	ortho_5031
NA	NA	NA	NA	NA	b0139	NA	NA	NA	NA	ortho_5032
NA	NA	NA	NA	NA	b0141	NA	NA	NA	NA	ortho_5033
NA	NA	NA	NA	NA	b4765	NA	NA	NA	NA	ortho_5034
NA	NA	NA	NA	NA	b4728	NA	NA	NA	NA	ortho_5035
NA	NA	NA	NA	NA	b0164	NA	NA	NA	NA	ortho_5036
NA	NA	NA	NA	NA	b0165	NA	NA	NA	NA	ortho_5037
NA	NA	NA	NA	NA	b4414	NA	NA	NA	NA	ortho_5038
NA	NA	NA	NA	NA	b0193	NA	NA	NA	NA	ortho_5039
NA	NA	NA	NA	NA	b0201	NA	NA	NA	NA	ortho_5040
NA	NA	NA	NA	NA	b0202	NA	NA	NA	NA	ortho_5041
NA	NA	NA	NA	NA	b0203	NA	NA	NA	NA	ortho_5042
NA	NA	NA	NA	NA	b0204	NA	NA	NA	NA	ortho_5043
NA	NA	NA	NA	NA	b0205	NA	NA	NA	NA	ortho_5044
NA	NA	NA	NA	NA	b0206	NA	NA	NA	NA	ortho_5045
NA	NA	NA	NA	NA	b0216	NA	NA	NA	NA	ortho_5046
NA	NA	NA	NA	NA	b0217	NA	NA	NA	NA	ortho_5047
NA	NA	NA	NA	NA	b4586	NA	NA	NA	NA	ortho_5048
NA	NA	NA	NA	NA	ECK120002607	NA	NA	NA	NA	ortho_5049
NA	NA	NA	NA	NA	b0218	NA	NA	NA	NA	ortho_5050
NA	NA	NA	NA	NA	b4503	NA	NA	NA	NA	ortho_5051
NA	NA	NA	NA	NA	b0220	NA	NA	NA	NA	ortho_5052
NA	NA	NA	NA	NA	b0227	NA	NA	NA	NA	ortho_5053
NA	NA	NA	NA	NA	b0228	NA	NA	NA	NA	ortho_5054
NA	NA	NA	NA	NA	b0229	NA	NA	NA	NA	ortho_5055
NA	NA	NA	NA	NA	b0230	NA	NA	NA	NA	ortho_5056
NA	NA	NA	NA	NA	b0233	NA	NA	NA	NA	ortho_5057
NA	NA	NA	NA	NA	b0235	NA	NA	NA	NA	ortho_5058
NA	NA	NA	NA	NA	b0236	NA	NA	NA	NA	ortho_5059
NA	NA	NA	NA	NA	b0240	NA	NA	NA	NA	ortho_5060
NA	NA	NA	NA	NA	b4710	NA	NA	NA	NA	ortho_5061
NA	NA	NA	NA	NA	b4709	NA	NA	NA	NA	ortho_5062
NA	NA	NA	NA	NA	b0244	NA	NA	NA	NA	ortho_5063
NA	NA	NA	NA	NA	b4626	NA	NA	NA	NA	ortho_5064
NA	NA	NA	NA	NA	b0245	NA	NA	NA	NA	ortho_5065
NA	NA	NA	NA	NA	b0246	NA	NA	NA	NA	ortho_5066
NA	NA	NA	NA	NA	b4504	NA	NA	NA	NA	ortho_5067
NA	NA	NA	NA	NA	b0247	NA	NA	NA	NA	ortho_5068
NA	NA	NA	NA	NA	b0248	NA	NA	NA	NA	ortho_5069
NA	NA	NA	NA	NA	b0250	NA	NA	NA	NA	ortho_5070
NA	NA	NA	NA	NA	b0251	NA	NA	NA	NA	ortho_5071
NA	NA	NA	NA	NA	b4627	NA	NA	NA	NA	ortho_5072
NA	NA	NA	NA	NA	b4628	NA	NA	NA	NA	ortho_5073
NA	NA	NA	NA	NA	b0253	NA	NA	NA	NA	ortho_5074
NA	NA	NA	NA	NA	b0254	NA	NA	NA	NA	ortho_5075
NA	NA	NA	NA	NA	b4587	NA	NA	NA	NA	ortho_5076
NA	NA	NA	NA	NA	b0256	NA	NA	NA	NA	ortho_5077
NA	NA	NA	NA	NA	b4690	NA	NA	NA	NA	ortho_5078
NA	NA	NA	NA	NA	b0258	NA	NA	NA	NA	ortho_5079
NA	NA	NA	NA	NA	b0259	NA	NA	NA	NA	ortho_5080
NA	NA	NA	NA	NA	b0260	NA	NA	NA	NA	ortho_5081
NA	NA	NA	NA	NA	b0261	NA	NA	NA	NA	ortho_5082
NA	NA	NA	NA	NA	b0262	NA	NA	NA	NA	ortho_5083
NA	NA	NA	NA	NA	b0263	NA	NA	NA	NA	ortho_5084
NA	NA	NA	NA	NA	U00096_CDS_279177_279875	NA	NA	NA	NA	ortho_5085
NA	NA	NA	NA	NA	b0264	NA	NA	NA	NA	ortho_5086
NA	NA	NA	NA	NA	b0265	NA	NA	NA	NA	ortho_5087
NA	NA	NA	NA	NA	b4708	NA	NA	NA	NA	ortho_5088
NA	NA	NA	NA	NA	b4505	NA	NA	NA	NA	ortho_5089
NA	NA	NA	NA	NA	b0266	NA	NA	NA	NA	ortho_5090
NA	NA	NA	NA	NA	b0270	NA	NA	NA	NA	ortho_5091
NA	NA	NA	NA	NA	b0271	NA	NA	NA	NA	ortho_5092
NA	NA	NA	NA	NA	b0272	NA	NA	NA	NA	ortho_5093
NA	NA	NA	NA	NA	b0273	NA	NA	NA	NA	ortho_5094
NA	NA	NA	NA	NA	b4766	NA	NA	NA	NA	ortho_5095
NA	NA	NA	NA	NA	b4688	NA	NA	NA	NA	ortho_5096
NA	NA	NA	NA	NA	U00096_CDS_290648_291346	NA	NA	NA	NA	ortho_5097
NA	NA	NA	NA	NA	b0274	NA	NA	NA	NA	ortho_5098
NA	NA	NA	NA	NA	b0275	NA	NA	NA	NA	ortho_5099
NA	NA	NA	NA	NA	b0276	NA	NA	NA	NA	ortho_5100
NA	NA	NA	NA	NA	b0277	NA	NA	NA	NA	ortho_5101
NA	NA	NA	NA	NA	b0278	NA	NA	NA	NA	ortho_5102
NA	NA	NA	NA	NA	b0279	NA	NA	NA	NA	ortho_5103
NA	NA	NA	NA	NA	b4729	NA	NA	NA	NA	ortho_5104
NA	NA	NA	NA	NA	b0280	NA	NA	NA	NA	ortho_5105
NA	NA	NA	NA	NA	b0281	NA	NA	NA	NA	ortho_5106
NA	NA	NA	NA	NA	U00096_ncRNA_297136_297304	NA	NA	NA	NA	ortho_5107
NA	NA	NA	NA	NA	b0282	NA	NA	NA	NA	ortho_5108
NA	NA	NA	NA	NA	b0283	NA	NA	NA	NA	ortho_5109
NA	NA	NA	NA	NA	b0284	NA	NA	NA	NA	ortho_5110
NA	NA	NA	NA	NA	b0285	NA	NA	NA	NA	ortho_5111
NA	NA	NA	NA	NA	b0286	NA	NA	NA	NA	ortho_5112
NA	NA	NA	NA	NA	b0287	NA	NA	NA	NA	ortho_5113
NA	NA	NA	NA	NA	b0289	NA	NA	NA	NA	ortho_5114
NA	NA	NA	NA	NA	b0290	NA	NA	NA	NA	ortho_5115
NA	NA	NA	NA	NA	b0291	NA	NA	NA	NA	ortho_5116
NA	NA	NA	NA	NA	b0292	NA	NA	NA	NA	ortho_5117
NA	NA	NA	NA	NA	b0293	NA	NA	NA	NA	ortho_5118
NA	NA	NA	NA	NA	b0294	NA	NA	NA	NA	ortho_5119
NA	NA	NA	NA	NA	b0295	NA	NA	NA	NA	ortho_5120
NA	NA	NA	NA	NA	b4671	NA	NA	NA	NA	ortho_5121
NA	NA	NA	NA	NA	b4630	NA	NA	NA	NA	ortho_5122
NA	NA	NA	NA	NA	b0297	NA	NA	NA	NA	ortho_5123
NA	NA	NA	NA	NA	b0298	NA	NA	NA	NA	ortho_5124
NA	NA	NA	NA	NA	b0299	NA	NA	NA	NA	ortho_5125
NA	NA	NA	NA	NA	b0300	NA	NA	NA	NA	ortho_5126
NA	NA	NA	NA	NA	b4631	NA	NA	NA	NA	ortho_5127
NA	NA	NA	NA	NA	b0306	NA	NA	NA	NA	ortho_5128
NA	NA	NA	NA	NA	b0307	NA	NA	NA	NA	ortho_5129
NA	NA	NA	NA	NA	b0308	NA	NA	NA	NA	ortho_5130
NA	NA	NA	NA	NA	b0309	NA	NA	NA	NA	ortho_5131
NA	NA	NA	NA	NA	b0311	NA	NA	NA	NA	ortho_5132
NA	NA	NA	NA	NA	b0313	NA	NA	NA	NA	ortho_5133
NA	NA	NA	NA	NA	b0314	NA	NA	NA	NA	ortho_5134
NA	NA	NA	NA	NA	b4730	NA	NA	NA	NA	ortho_5135
NA	NA	NA	NA	NA	b0315	NA	NA	NA	NA	ortho_5136
NA	NA	NA	NA	NA	b0316	NA	NA	NA	NA	ortho_5137
NA	NA	NA	NA	NA	b0317	NA	NA	NA	NA	ortho_5138
NA	NA	NA	NA	NA	b0318	NA	NA	NA	NA	ortho_5139
NA	NA	NA	NA	NA	b0319	NA	NA	NA	NA	ortho_5140
NA	NA	NA	NA	NA	b0320	NA	NA	NA	NA	ortho_5141
NA	NA	NA	NA	NA	b0321	NA	NA	NA	NA	ortho_5142
NA	NA	NA	NA	NA	b0322	NA	NA	NA	NA	ortho_5143
NA	NA	NA	NA	NA	b0323	NA	NA	NA	NA	ortho_5144
NA	NA	NA	NA	NA	b0324	NA	NA	NA	NA	ortho_5145
NA	NA	NA	NA	NA	b0325	NA	NA	NA	NA	ortho_5146
NA	NA	NA	NA	NA	b0326	NA	NA	NA	NA	ortho_5147
NA	NA	NA	NA	NA	b0327	NA	NA	NA	NA	ortho_5148
NA	NA	NA	NA	NA	b0338	NA	NA	NA	NA	ortho_5149
NA	NA	NA	NA	NA	b0339	NA	NA	NA	NA	ortho_5150
NA	NA	NA	NA	NA	b0340	NA	NA	NA	NA	ortho_5151
NA	NA	NA	NA	NA	b0341	NA	NA	NA	NA	ortho_5152
NA	NA	NA	NA	NA	b0342	NA	NA	NA	NA	ortho_5153
NA	NA	NA	NA	NA	b0343	NA	NA	NA	NA	ortho_5154
NA	NA	NA	NA	NA	b0344	NA	NA	NA	NA	ortho_5155
NA	NA	NA	NA	NA	b0345	NA	NA	NA	NA	ortho_5156
NA	NA	NA	NA	NA	b0346	NA	NA	NA	NA	ortho_5157
NA	NA	NA	NA	NA	b0348	NA	NA	NA	NA	ortho_5158
NA	NA	NA	NA	NA	b0349	NA	NA	NA	NA	ortho_5159
NA	NA	NA	NA	NA	b0351	NA	NA	NA	NA	ortho_5160
NA	NA	NA	NA	NA	b0352	NA	NA	NA	NA	ortho_5161
NA	NA	NA	NA	NA	b0355	NA	NA	NA	NA	ortho_5162
NA	NA	NA	NA	NA	b0358	NA	NA	NA	NA	ortho_5163
NA	NA	NA	NA	NA	b4579	NA	NA	NA	NA	ortho_5164
NA	NA	NA	NA	NA	b0360	NA	NA	NA	NA	ortho_5165
NA	NA	NA	NA	NA	U00096_CDS_381350_382579	NA	NA	NA	NA	ortho_5166
NA	NA	NA	NA	NA	b0361	NA	NA	NA	NA	ortho_5167
NA	NA	NA	NA	NA	b0363	NA	NA	NA	NA	ortho_5168
NA	NA	NA	NA	NA	b4731	NA	NA	NA	NA	ortho_5169
NA	NA	NA	NA	NA	b0364	NA	NA	NA	NA	ortho_5170
NA	NA	NA	NA	NA	b0365	NA	NA	NA	NA	ortho_5171
NA	NA	NA	NA	NA	b0366	NA	NA	NA	NA	ortho_5172
NA	NA	NA	NA	NA	b0367	NA	NA	NA	NA	ortho_5173
NA	NA	NA	NA	NA	b0368	NA	NA	NA	NA	ortho_5174
NA	NA	NA	NA	NA	b0370	NA	NA	NA	NA	ortho_5175
NA	NA	NA	NA	NA	b4580	NA	NA	NA	NA	ortho_5176
NA	NA	NA	NA	NA	b4767	NA	NA	NA	NA	ortho_5177
NA	NA	NA	NA	NA	b0372	NA	NA	NA	NA	ortho_5178
NA	NA	NA	NA	NA	b0373	NA	NA	NA	NA	ortho_5179
NA	NA	NA	NA	NA	b0383	NA	NA	NA	NA	ortho_5180
NA	NA	NA	NA	NA	b0392	NA	NA	NA	NA	ortho_5181
NA	NA	NA	NA	NA	b4732	NA	NA	NA	NA	ortho_5182
NA	NA	NA	NA	NA	ECK125289058	NA	NA	NA	NA	ortho_5183
NA	NA	NA	NA	NA	U00096_ncRNA_458727_458784	NA	NA	NA	NA	ortho_5184
NA	NA	NA	NA	NA	b0445	NA	NA	NA	NA	ortho_5185
NA	NA	NA	NA	NA	b0455	NA	NA	NA	NA	ortho_5186
NA	NA	NA	NA	NA	b0456	NA	NA	NA	NA	ortho_5187
NA	NA	NA	NA	NA	U00096_ncRNA_497800_497945	NA	NA	NA	NA	ortho_5188
NA	NA	NA	NA	NA	b4585	NA	NA	NA	NA	ortho_5189
NA	NA	NA	NA	NA	b0483	NA	NA	NA	NA	ortho_5190
NA	NA	NA	NA	NA	b0485	NA	NA	NA	NA	ortho_5191
NA	NA	NA	NA	NA	b0486	NA	NA	NA	NA	ortho_5192
NA	NA	NA	NA	NA	b0498	NA	NA	NA	NA	ortho_5193
NA	NA	NA	NA	NA	b0499	NA	NA	NA	NA	ortho_5194
NA	NA	NA	NA	NA	b0501	NA	NA	NA	NA	ortho_5195
NA	NA	NA	NA	NA	b4632	NA	NA	NA	NA	ortho_5196
NA	NA	NA	NA	NA	b0502	NA	NA	NA	NA	ortho_5197
NA	NA	NA	NA	NA	b0536	NA	NA	NA	NA	ortho_5198
NA	NA	NA	NA	NA	b4633	NA	NA	NA	NA	ortho_5199
NA	NA	NA	NA	NA	b0538	NA	NA	NA	NA	ortho_5200
NA	NA	NA	NA	NA	b0539	NA	NA	NA	NA	ortho_5201
NA	NA	NA	NA	NA	b4508	NA	NA	NA	NA	ortho_5202
NA	NA	NA	NA	NA	b0542	NA	NA	NA	NA	ortho_5203
NA	NA	NA	NA	NA	b0540	NA	NA	NA	NA	ortho_5204
NA	NA	NA	NA	NA	b0541	NA	NA	NA	NA	ortho_5205
NA	NA	NA	NA	NA	b4733	NA	NA	NA	NA	ortho_5206
NA	NA	NA	NA	NA	b0544	NA	NA	NA	NA	ortho_5207
NA	NA	NA	NA	NA	b4588	NA	NA	NA	NA	ortho_5208
NA	NA	NA	NA	NA	b0547	NA	NA	NA	NA	ortho_5209
NA	NA	NA	NA	NA	b0548	NA	NA	NA	NA	ortho_5210
NA	NA	NA	NA	NA	b0549	NA	NA	NA	NA	ortho_5211
NA	NA	NA	NA	NA	U00096_ncRNA_573587_573754	NA	NA	NA	NA	ortho_5212
NA	NA	NA	NA	NA	b0553	NA	NA	NA	NA	ortho_5213
NA	NA	NA	NA	NA	b0552	NA	NA	NA	NA	ortho_5214
NA	NA	NA	NA	NA	b0554	NA	NA	NA	NA	ortho_5215
NA	NA	NA	NA	NA	b4510	NA	NA	NA	NA	ortho_5216
NA	NA	NA	NA	NA	b0557	NA	NA	NA	NA	ortho_5217
NA	NA	NA	NA	NA	b0558	NA	NA	NA	NA	ortho_5218
NA	NA	NA	NA	NA	b0559	NA	NA	NA	NA	ortho_5219
NA	NA	NA	NA	NA	b4589	NA	NA	NA	NA	ortho_5220
NA	NA	NA	NA	NA	b0560	NA	NA	NA	NA	ortho_5221
NA	NA	NA	NA	NA	b4634	NA	NA	NA	NA	ortho_5222
NA	NA	NA	NA	NA	b0561	NA	NA	NA	NA	ortho_5223
NA	NA	NA	NA	NA	b0562	NA	NA	NA	NA	ortho_5224
NA	NA	NA	NA	NA	b0563	NA	NA	NA	NA	ortho_5225
NA	NA	NA	NA	NA	b0564	NA	NA	NA	NA	ortho_5226
NA	NA	NA	NA	NA	b0566	NA	NA	NA	NA	ortho_5227
NA	NA	NA	NA	NA	b0567	NA	NA	NA	NA	ortho_5228
NA	NA	NA	NA	NA	b0568	NA	NA	NA	NA	ortho_5229
NA	NA	NA	NA	NA	b0569	NA	NA	NA	NA	ortho_5230
NA	NA	NA	NA	NA	b0571	NA	NA	NA	NA	ortho_5231
NA	NA	NA	NA	NA	b0573	NA	NA	NA	NA	ortho_5232
NA	NA	NA	NA	NA	b0574	NA	NA	NA	NA	ortho_5233
NA	NA	NA	NA	NA	b0575	NA	NA	NA	NA	ortho_5234
NA	NA	NA	NA	NA	b4700	NA	NA	NA	NA	ortho_5235
NA	NA	NA	NA	NA	b4415	NA	NA	NA	NA	ortho_5236
NA	NA	NA	NA	NA	b0582	NA	NA	NA	NA	ortho_5237
NA	NA	NA	NA	NA	b4734	NA	NA	NA	NA	ortho_5238
NA	NA	NA	NA	NA	b0609	NA	NA	NA	NA	ortho_5239
NA	NA	NA	NA	NA	ECK125289060	NA	NA	NA	NA	ortho_5240
NA	NA	NA	NA	NA	b4581	NA	NA	NA	NA	ortho_5241
NA	NA	NA	NA	NA	b0646	NA	NA	NA	NA	ortho_5242
NA	NA	NA	NA	NA	b0647	NA	NA	NA	NA	ortho_5243
NA	NA	NA	NA	NA	b4763	NA	NA	NA	NA	ortho_5244
NA	NA	NA	NA	NA	b0656	NA	NA	NA	NA	ortho_5245
NA	NA	NA	NA	NA	b0664	NA	NA	NA	NA	ortho_5246
NA	NA	NA	NA	NA	b0665	NA	NA	NA	NA	ortho_5247
NA	NA	NA	NA	NA	b0666	NA	NA	NA	NA	ortho_5248
NA	NA	NA	NA	NA	b0668	NA	NA	NA	NA	ortho_5249
NA	NA	NA	NA	NA	b0670	NA	NA	NA	NA	ortho_5250
NA	NA	NA	NA	NA	b0672	NA	NA	NA	NA	ortho_5251
NA	NA	NA	NA	NA	b0673	NA	NA	NA	NA	ortho_5252
NA	NA	NA	NA	NA	b4637	NA	NA	NA	NA	ortho_5253
NA	NA	NA	NA	NA	b0689	NA	NA	NA	NA	ortho_5254
NA	NA	NA	NA	NA	b0691	NA	NA	NA	NA	ortho_5255
NA	NA	NA	NA	NA	b4636	NA	NA	NA	NA	ortho_5256
NA	NA	NA	NA	NA	b4590	NA	NA	NA	NA	ortho_5257
NA	NA	NA	NA	NA	b0700	NA	NA	NA	NA	ortho_5258
NA	NA	NA	NA	NA	b0701	NA	NA	NA	NA	ortho_5259
NA	NA	NA	NA	NA	b0702	NA	NA	NA	NA	ortho_5260
NA	NA	NA	NA	NA	b0703	NA	NA	NA	NA	ortho_5261
NA	NA	NA	NA	NA	b0704	NA	NA	NA	NA	ortho_5262
NA	NA	NA	NA	NA	b4514	NA	NA	NA	NA	ortho_5263
NA	NA	NA	NA	NA	b0705	NA	NA	NA	NA	ortho_5264
NA	NA	NA	NA	NA	b0706	NA	NA	NA	NA	ortho_5265
NA	NA	NA	NA	NA	b0716	NA	NA	NA	NA	ortho_5266
NA	NA	NA	NA	NA	b4768	NA	NA	NA	NA	ortho_5267
NA	NA	NA	NA	NA	b4735	NA	NA	NA	NA	ortho_5268
NA	NA	NA	NA	NA	b0725	NA	NA	NA	NA	ortho_5269
NA	NA	NA	NA	NA	b4764	NA	NA	NA	NA	ortho_5270
NA	NA	NA	NA	NA	b0731	NA	NA	NA	NA	ortho_5271
NA	NA	NA	NA	NA	b0732	NA	NA	NA	NA	ortho_5272
NA	NA	NA	NA	NA	b0743	NA	NA	NA	NA	ortho_5273
NA	NA	NA	NA	NA	b0744	NA	NA	NA	NA	ortho_5274
NA	NA	NA	NA	NA	b0745	NA	NA	NA	NA	ortho_5275
NA	NA	NA	NA	NA	b0746	NA	NA	NA	NA	ortho_5276
NA	NA	NA	NA	NA	b0747	NA	NA	NA	NA	ortho_5277
NA	NA	NA	NA	NA	b0748	NA	NA	NA	NA	ortho_5278
NA	NA	NA	NA	NA	b0749	NA	NA	NA	NA	ortho_5279
NA	NA	NA	NA	NA	b0768	NA	NA	NA	NA	ortho_5280
NA	NA	NA	NA	NA	b0769	NA	NA	NA	NA	ortho_5281
NA	NA	NA	NA	NA	b0771	NA	NA	NA	NA	ortho_5282
NA	NA	NA	NA	NA	b4591	NA	NA	NA	NA	ortho_5283
NA	NA	NA	NA	NA	b0798	NA	NA	NA	NA	ortho_5284
NA	NA	NA	NA	NA	b0801	NA	NA	NA	NA	ortho_5285
NA	NA	NA	NA	NA	b4769	NA	NA	NA	NA	ortho_5286
NA	NA	NA	NA	NA	b0804	NA	NA	NA	NA	ortho_5287
NA	NA	NA	NA	NA	b0805	NA	NA	NA	NA	ortho_5288
NA	NA	NA	NA	NA	b0806	NA	NA	NA	NA	ortho_5289
NA	NA	NA	NA	NA	b4736	NA	NA	NA	NA	ortho_5290
NA	NA	NA	NA	NA	b0816	NA	NA	NA	NA	ortho_5291
NA	NA	NA	NA	NA	b4416	NA	NA	NA	NA	ortho_5292
NA	NA	NA	NA	NA	b0825	NA	NA	NA	NA	ortho_5293
NA	NA	NA	NA	NA	b0833	NA	NA	NA	NA	ortho_5294
NA	NA	NA	NA	NA	b0834	NA	NA	NA	NA	ortho_5295
NA	NA	NA	NA	NA	b0843	NA	NA	NA	NA	ortho_5296
NA	NA	NA	NA	NA	b4417	NA	NA	NA	NA	ortho_5297
NA	NA	NA	NA	NA	b0875	NA	NA	NA	NA	ortho_5298
NA	NA	NA	NA	NA	b4770	NA	NA	NA	NA	ortho_5299
NA	NA	NA	NA	NA	b0883	NA	NA	NA	NA	ortho_5300
NA	NA	NA	NA	NA	b0900	NA	NA	NA	NA	ortho_5301
NA	NA	NA	NA	NA	b0901	NA	NA	NA	NA	ortho_5302
NA	NA	NA	NA	NA	b0929	NA	NA	NA	NA	ortho_5303
NA	NA	NA	NA	NA	b0933	NA	NA	NA	NA	ortho_5304
NA	NA	NA	NA	NA	b0934	NA	NA	NA	NA	ortho_5305
NA	NA	NA	NA	NA	b0935	NA	NA	NA	NA	ortho_5306
NA	NA	NA	NA	NA	b0936	NA	NA	NA	NA	ortho_5307
NA	NA	NA	NA	NA	b0937	NA	NA	NA	NA	ortho_5308
NA	NA	NA	NA	NA	b0939	NA	NA	NA	NA	ortho_5309
NA	NA	NA	NA	NA	b0941	NA	NA	NA	NA	ortho_5310
NA	NA	NA	NA	NA	b0963	NA	NA	NA	NA	ortho_5311
NA	NA	NA	NA	NA	b0971	NA	NA	NA	NA	ortho_5312
NA	NA	NA	NA	NA	b0980	NA	NA	NA	NA	ortho_5313
NA	NA	NA	NA	NA	b0982	NA	NA	NA	NA	ortho_5314
NA	NA	NA	NA	NA	b0983	NA	NA	NA	NA	ortho_5315
NA	NA	NA	NA	NA	b0985	NA	NA	NA	NA	ortho_5316
NA	NA	NA	NA	NA	b0986	NA	NA	NA	NA	ortho_5317
NA	NA	NA	NA	NA	b0987	NA	NA	NA	NA	ortho_5318
NA	NA	NA	NA	NA	b4516	NA	NA	NA	NA	ortho_5319
NA	NA	NA	NA	NA	U00096_CDS_1049832_1050530	NA	NA	NA	NA	ortho_5320
NA	NA	NA	NA	NA	b0988	NA	NA	NA	NA	ortho_5321
NA	NA	NA	NA	NA	b0989	NA	NA	NA	NA	ortho_5322
NA	NA	NA	NA	NA	b0990	NA	NA	NA	NA	ortho_5323
NA	NA	NA	NA	NA	b0991	NA	NA	NA	NA	ortho_5324
NA	NA	NA	NA	NA	b0992	NA	NA	NA	NA	ortho_5325
NA	NA	NA	NA	NA	b1001	NA	NA	NA	NA	ortho_5326
NA	NA	NA	NA	NA	b1005	NA	NA	NA	NA	ortho_5327
NA	NA	NA	NA	NA	b1006	NA	NA	NA	NA	ortho_5328
NA	NA	NA	NA	NA	b1008	NA	NA	NA	NA	ortho_5329
